parent_id,parent_smiles,product_smiles,generation_depth,transform,max_tanimoto_to_any_original,nearest_original_id,nearest_original_smiles,mw,logp,tpsa,labute_asa,hbd,hba,rot,rings,formal_charge,qed,pains_brenk_alerts,hac,fsp3,bertz,balaban,chi0v,chi1v,chi2v,kappa1,kappa2,kappa3,pred_pIC50,pred_ic50_uM,lipinski_violations,AMES,hERG,ClinTox,DILI,HIA_Hou,Bioavailability_Ma,Pgp_Broccatelli,Caco2_Wang,Solubility_AqSolDB,Lipophilicity_AstraZeneca,shape_tanimoto,pharmacophore_score,clash_count,binding_score,best_conf_id,potency_score,admet_score,property_score,binding_component,composite_score
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,NC(=O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(F)cc3)CC2)cn1,2,bioisostere_acid_to_amide,0.7,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,420.4660000000001,1.0040999999999995,122.45999999999998,167.52079311440409,2.0,5.0,6.0,3.0,0.0,0.7219801192007488,0,29.0,0.3157894736842105,985.8741351529894,1.6411236180744513,16.361816025895557,10.493266313167842,8.695977460325507,20.873288397288064,8.662287234121086,4.95600064898713,5.005108333333354,9.883065340845999,0,0.17205816507339478,0.22676768898963928,0.10368828475475311,0.8450196385383606,0.9935674667358398,0.901369571685791,0.14450976252555847,-5.167468547821045,-3.8551993370056152,1.48582923412323,0.7796069423175089,0.7777777777777778,0,0.7789667347286031,10,0.8197823303456839,0.5339933037757874,0.6160414823997319,0.7980021256119564,0.712328895327885
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,NC(=O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,1,bioisostere_acid_to_amide,0.8364,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,436.9210000000001,1.5184,122.45999999999998,173.6585239383595,2.0,5.0,6.0,3.0,0.0,0.7102429827108794,0,29.0,0.3157894736842105,985.8741351529894,1.6411236180744513,17.11774497191401,10.87123078617707,9.132413240797492,21.224438533200644,8.89388714488665,5.1136580131411895,5.08799444444448,8.165928172608695,0,0.134739950299263,0.3715832829475403,0.12507593631744385,0.8598612546920776,0.995106041431427,0.885882556438446,0.24611210823059082,-5.166619300842285,-4.209292411804199,2.051891565322876,0.7570825049701789,0.7222222222222222,0,0.7448814060083941,6,1.0,0.319616436958313,0.6708803451401562,0.6637136659306017,0.6964645774932521
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=C(O)CNC(=O)c1ncc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,1,heteroatom_CH_to_N,0.8,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,438.8930000000002,1.5127000000000004,129.56,172.33251497448933,2.0,6.0,6.0,3.0,0.0,0.698629512913458,0,29.0,0.3333333333333333,987.9164674080191,1.6411236180744513,16.857471624534675,10.66595966890123,8.92307088441158,21.156142356103903,8.848711110448566,5.082846046566023,4.895141666666694,12.730877326253784,0,0.05369602516293526,0.10569741576910019,0.11700248718261719,0.9480465054512024,0.9234830141067505,0.919030487537384,0.08050777018070221,-5.592698574066162,-3.230257511138916,-0.7151644825935364,0.7719430802165974,0.9166666666666666,0,0.8225963354741216,5,0.5806839320658038,0.5943089127540588,0.5995809649951099,0.9444882363622865,0.6778758082513842
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(F)cc3)CC2)cn1,1,mmp_aryl_Cl_to_F,0.8364,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,421.45000000000016,1.6034,116.66999999999999,166.9751361695874,2.0,5.0,6.0,3.0,0.0,0.7318922306791386,0,29.0,0.3157894736842105,985.5096071763892,1.6411236180744513,16.23167935220589,10.428197976323009,8.623403160821765,20.873288397288064,8.662287234121086,4.95600064898713,5.010977777777798,9.750395278071908,0,0.09754212200641632,0.12263669818639755,0.12383949756622314,0.8842456936836243,0.8999952077865601,0.8840768933296204,0.11335587501525879,-5.513219833374023,-3.1107749938964844,-0.858498215675354,0.619019972131909,0.9722222222222222,0,0.7426407596635185,7,0.8325441499770222,0.4740430414676666,0.734139494087055,0.5598107544059392,0.6599748255734175
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,NC(=O)CNC(=O)c1ncc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,2,bioisostere_acid_to_amide,0.6667,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,437.90900000000016,0.9133999999999998,135.35,172.87817191930606,2.0,6.0,6.0,3.0,0.0,0.6890792724338924,0,29.0,0.3333333333333333,987.9164674080191,1.6411236180744513,16.987608298224345,10.731028005746063,8.995645183915322,21.156142356103903,8.848711110448566,5.082846046566023,4.932038888888922,11.693946729136298,0,0.10285399854183197,0.21890875697135925,0.09138478338718414,0.9247525334358215,0.9950428009033203,0.9304431080818176,0.10027219355106354,-5.288366794586182,-3.960453748703003,1.7255500555038452,0.6874551113239167,0.8055555555555556,0,0.7287902668049904,2,0.6609088493223547,0.6358680725097656,0.4841450779210817,0.5592522517079257,0.6027199400054093
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,NC(=O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cn3)CC2)cn1,2,bioisostere_acid_to_amide,0.6613,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,437.9090000000001,0.9133999999999998,135.34999999999997,172.87817191930606,2.0,6.0,6.0,3.0,0.0,0.6890792724338924,0,29.0,0.3333333333333333,987.9164674080191,1.6411236180744513,16.987608298224345,10.731028005746063,8.982144353625147,21.156142356103903,8.848711110448566,5.082846046566023,4.932577777777811,11.679445439983041,0,0.06282790005207062,0.24305781722068787,0.11243987083435059,0.8957048654556274,0.9972721934318542,0.9181643724441528,0.08536026626825333,-5.408259391784668,-3.455954074859619,1.0788860321044922,0.6484621681674658,0.7777777777777778,0,0.6937226315310749,7,0.6620805450196958,0.6659163236618042,0.4841450779210817,0.4100817871424032,0.5733494801461076
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cn3)CC2)cn1,1,heteroatom_CH_to_N,0.7895,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,438.89300000000014,1.5127000000000002,129.56,172.33251497448936,2.0,6.0,6.0,3.0,0.0,0.6986295129134582,0,29.0,0.3333333333333333,987.9164674080191,1.6411236180744513,16.857471624534675,10.665959668901229,8.909570054121405,21.156142356103903,8.848711110448566,5.082846046566023,4.894980555555582,12.735601001943289,0,0.03552951663732529,0.1307869851589203,0.14337651431560516,0.9213732481002808,0.9278240203857422,0.9018157124519348,0.0837910920381546,-5.7263970375061035,-2.798555374145508,-1.2165435552597046,0.5930878186968839,0.9444444444444444,0,0.7160626377085301,7,0.580333631290309,0.5628612637519836,0.5995809649951106,0.44927351790651215,0.5460876111154988
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=C(O)CNC(=O)c1cnc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,1,heteroatom_CH_to_N,0.7719,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,438.8930000000002,1.5127000000000004,129.56,172.33251497448933,2.0,6.0,6.0,3.0,0.0,0.698629512913458,0,29.0,0.3333333333333333,987.9164674080191,1.6411236180744513,16.857471624534675,10.66595966890123,8.867445164073802,21.156142356103903,8.848711110448566,5.082846046566023,4.894980555555582,12.735601001943289,0,0.11002607643604279,0.14656098186969757,0.10658993571996689,0.9607445001602173,0.9382449388504028,0.9050668478012085,0.11920611560344696,-5.62349796295166,-3.1308326721191406,-0.6280573606491089,0.6382434944237918,0.6944444444444444,0,0.6579138269310202,7,0.580333631290309,0.503028929233551,0.5995809649951099,0.27836212828679185,0.4884016800809604
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,CNC(=O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(F)cn3)CC2)cn1,3,rxn_acid_to_amide_methylamine,0.5588,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,435.4810000000002,0.6597999999999999,121.36,173.31535469634252,2.0,6.0,6.0,3.0,0.0,0.687606114003713,0,30.0,0.3684210526315789,1004.225215180716,1.6210842268347976,17.154329083016265,10.814388398142023,8.752572065636073,21.780860312300746,9.264269687287662,4.972412292986942,4.751841666666684,17.707544151651252,0,0.056621719151735306,0.17869795858860016,0.08825825154781342,0.9099866151809692,0.9988086819648743,0.9298928380012512,0.05814478546380997,-5.4202752113342285,-2.9159979820251465,0.6976545453071594,0.5921067384235901,0.6111111111111112,0,0.5987582688642225,5,0.26910951127000515,0.8249914646148682,0.5490860106899473,0.04039839896453538,0.39289869644284475
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Br)cc3)CC2)cn1,1,mmp_aryl_Cl_to_Br,0.8364,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,482.35600000000017,2.2268,116.66999999999999,176.67714837230253,2.0,5.0,6.0,3.0,0.0,0.652545397242195,0,29.0,0.3157894736842105,985.5096071763892,1.6411236180744513,17.81767589132059,11.22119624588036,9.539078689613456,21.409854435527933,9.016851554727443,5.197668590604511,4.628072222222244,23.546576769147837,0,0.08570657670497894,0.19157202541828156,0.1338319629430771,0.8957411050796509,0.89604651927948,0.8800436854362488,0.16481371223926544,-5.489441871643066,-3.386425018310547,-0.47902196645736694,0.6101119782829997,1.0,0,0.7465727858839497,7,0.0,0.35484012961387634,0.6316182294564332,0.5672924035645386,0.3252758677130687
